study_name, sample_id,NCBI_accession
ZhuF_2020,wHAXPI034457-58,ERR2855894
ZhuF_2020,wHAXPI034458-59,ERR2855799
ZhuF_2020,wHAXPI034459-60,ERR2855802
ZhuF_2020,wHAXPI034460-61,ERR2855905
ZhuF_2020,wHAXPI034461-62,ERR2855891
ZhuF_2020,wHAXPI033825-42,ERR2855909
ZhuF_2020,wHAXPI032595-39,ERR2855807
ZhuF_2020,wHAXPI032796-26,ERR2855882
ZhuF_2020,wHAXPI032597-41,ERR2855872
ZhuF_2020,wHAXPI033593-26,ERR2855797
ZhuF_2020,wHAXPI032817-111,ERR2855931
ZhuF_2020,wHAXPI032816-89,ERR2855813
ZhuF_2020,wHAXPI032815-80,ERR2855859
ZhuF_2020,wHAXPI032814-75,ERR2855890
ZhuF_2020,wHAXPI032813-74,ERR2855819
ZhuF_2020,wHAXPI032812-63,ERR2855954
ZhuF_2020,wHAXPI032811-54,ERR2855788
ZhuF_2020,wHAXPI032810-50,ERR2855824
ZhuF_2020,wHAXPI033594-31,ERR2855911
ZhuF_2020,wHAXPI032809-47,ERR2855843
ZhuF_2020,wHAXPI032807-42,ERR2855916
ZhuF_2020,wHAXPI032806-41,ERR2855949
ZhuF_2020,wHAXPI032804-39,ERR2855840
ZhuF_2020,wHAXPI032803-36,ERR2855789
ZhuF_2020,wHAXPI032802-34,ERR2855939
ZhuF_2020,wHAXPI032801-32,ERR2855926
ZhuF_2020,wHAXPI032800-31,ERR2855875
ZhuF_2020,wHAXPI032799-29,ERR2855863
ZhuF_2020,wHAXPI032798-28,ERR2855852
ZhuF_2020,wHAXPI032808-45,ERR2855836
ZhuF_2020,wHAXPI032797-27,ERR2855858
ZhuF_2020,wHAXPI033598-32,ERR2855952
ZhuF_2020,wHAXPI033605-29,ERR2855855
ZhuF_2020,wHAXPI033813-27,ERR2855923
ZhuF_2020,wHAXPI033812-26,ERR2855841
ZhuF_2020,wHAXPI033811-25,ERR2855791
ZhuF_2020,wHAXPI033810-24,ERR2855817
ZhuF_2020,wHAXPI033796-23,ERR2855947
ZhuF_2020,wHAXPI033795-22,ERR2855850
ZhuF_2020,wHAXPI033794-21,ERR2855820
ZhuF_2020,wHAXPI033793-20,ERR2855876
ZhuF_2020,wHAXPI033792-19,ERR2855920
ZhuF_2020,wHAXPI033601-28,ERR2855831
ZhuF_2020,wHAXPI033791-18,ERR2855854
ZhuF_2020,wHAXPI033789-15,ERR2855898
ZhuF_2020,wHAXPI033788-13,ERR2855888
ZhuF_2020,wHAXPI033636-79,ERR2855845
ZhuF_2020,wHAXPI033635-78,ERR2855790
ZhuF_2020,wHAXPI033634-77,ERR2855915
ZhuF_2020,wHAXPI033633-76,ERR2855928
ZhuF_2020,wHAXPI033632-52,ERR2855917
ZhuF_2020,wHAXPI033608-27,ERR2855893
ZhuF_2020,wHAXPI033606-30,ERR2855796
ZhuF_2020,wHAXPI033790-16,ERR2855910
ZhuF_2020,wHAXPI032795-25,ERR2855814
ZhuF_2020,wHAXPI032794-24,ERR2855924
ZhuF_2020,wHAXPI032793-23,ERR2855826
ZhuF_2020,wHAXPI032617-27,ERR2855921
ZhuF_2020,wHAXPI032616-26,ERR2855896
ZhuF_2020,wHAXPI032615-25,ERR2855848
ZhuF_2020,wHAXPI032614-24,ERR2855849
ZhuF_2020,wHAXPI032613-23,ERR2855853
ZhuF_2020,wHAXPI032612-22,ERR2855902
ZhuF_2020,wHAXPI032611-21,ERR2855806
ZhuF_2020,wHAXPI032610-19,ERR2855811
ZhuF_2020,wHAXPI032609-18,ERR2855835
ZhuF_2020,wHAXPI032618-28,ERR2855933
ZhuF_2020,wHAXPI032608-111,ERR2855938
ZhuF_2020,wHAXPI032606-80,ERR2855885
ZhuF_2020,wHAXPI032605-75,ERR2855865
ZhuF_2020,wHAXPI032604-74,ERR2855919
ZhuF_2020,wHAXPI032603-63,ERR2855860
ZhuF_2020,wHAXPI032602-54,ERR2855861
ZhuF_2020,wHAXPI032601-50,ERR2855805
ZhuF_2020,wHAXPI032600-47,ERR2855827
ZhuF_2020,wHAXPI032599-45,ERR2855946
ZhuF_2020,wHAXPI032598-42,ERR2855936
ZhuF_2020,wHAXPI032607-89,ERR2855906
ZhuF_2020,wHAXPI032619-29,ERR2855914
ZhuF_2020,wHAXPI032620-32,ERR2855839
ZhuF_2020,wHAXPI032621-34,ERR2855929
ZhuF_2020,wHAXPI032792-22,ERR2855857
ZhuF_2020,wHAXPI032791-21,ERR2855880
ZhuF_2020,wHAXPI032790-19,ERR2855899
ZhuF_2020,wHAXPI032789-18,ERR2855794
ZhuF_2020,wHAXPI032788-111,ERR2855864
ZhuF_2020,wHAXPI032787-89,ERR2855844
ZhuF_2020,wHAXPI032786-80,ERR2855877
ZhuF_2020,wHAXPI032785-75,ERR2855803
ZhuF_2020,wHAXPI032784-74,ERR2855786
ZhuF_2020,wHAXPI032783-63,ERR2855907
ZhuF_2020,wHAXPI032782-54,ERR2855856
ZhuF_2020,wHAXPI032781-50,ERR2855851
ZhuF_2020,wHAXPI032780-47,ERR2855870
ZhuF_2020,wHAXPI032697-24,ERR2855892
ZhuF_2020,wHAXPI032696-31,ERR2855934
ZhuF_2020,wHAXPI032663-45,ERR2855901
ZhuF_2020,wHAXPI032662-42,ERR2855812
ZhuF_2020,wHAXPI032661-41,ERR2855953
ZhuF_2020,wHAXPI032660-40,ERR2855944
ZhuF_2020,wHAXPI032659-39,ERR2855804
ZhuF_2020,wHAXPI032622-36,ERR2855792
ZhuF_2020,wHAXPI032596-40,ERR2855912
ZhuF_2020,wHAXPI047830-11,ERR2855869
ZhuF_2020,wHAXPI048670-90,ERR2855830
KosticAD_2015,PRJNA231909.3110006,SRR1918927;SRR1918830;SRR1916001
KosticAD_2015,PRJNA231909.3112121,SRR1910832;SRR1910853;SRR1913123
KosticAD_2015,PRJNA231909.3112122,SRR1918905;SRR1916009;SRR1918911
KosticAD_2015,PRJNA231909.3112348,SRR1980476;SRR1980497;SRR1980475;SRR1915627;SRR1910216
KosticAD_2015,PRJNA231909.3112358,SRR1980291;SRR1980376;SRR1980401;SRR1915910;SRR1915655
KosticAD_2015,PRJNA231909.3112359,SRR1980357;SRR1980369;SRR1980390;SRR1915934;SRR1915601
KosticAD_2015,PRJNA231909.3112360,SRR1980342;SRR1980356;SRR1980375;SRR1915937;SRR1915639
KosticAD_2015,PRJNA231909.3112363,SRR1980302;SRR1980303;SRR1980394;SRR1915939;SRR1915825
KosticAD_2015,PRJNA231909.3112365,SRR1980397;SRR1980407;SRR1980408;SRR1915785;SRR1909546
KosticAD_2015,PRJNA231909.3111970,SRR1910591;SRR1915870;SRR1915878
KosticAD_2015,PRJNA231909.3112367,SRR1980311;SRR1980334;SRR1980405;SRR1915907;SRR1915586
KosticAD_2015,PRJNA231909.3112924,SRR1918822;SRR1918827;SRR1915986
KosticAD_2015,PRJNA231909.3112925,SRR1915879;SRR1910619;SRR1910618
KosticAD_2015,PRJNA231909.3113035,SRR1980473;SRR1980485;SRR1980504;SRR1916438;SRR1909679
KosticAD_2015,PRJNA231909.3113044,SRR1918825;SRR1918829;SRR1915995
KosticAD_2015,PRJNA231909.3113065,SRR1910612;SRR1910707;SRR1910709
KosticAD_2015,PRJNA231909.3113068,SRR1910653;SRR1910683;SRR1915645
KosticAD_2015,PRJNA231909.3113111,SRR1980435;SRR1980449;SRR1980453;SRR1916414;SRR1909463
KosticAD_2015,PRJNA231909.3113114,SRR1980427;SRR1980463;SRR1980501;SRR1915652;SRR1909498
KosticAD_2015,PRJNA231909.3112419,SRR1916005;SRR1918831;SRR1916008
KosticAD_2015,PRJNA231909.3111969,SRR1916033;SRR1916817;SRR1918920
KosticAD_2015,PRJNA231909.3110226,SRR1980227;SRR1980229;SRR1980151;SRR1916410;SRR1915867
KosticAD_2015,PRJNA231909.3110090,SRR1910570;SRR1910830;SRR1915817
KosticAD_2015,PRJNA231909.3108107,SRR1980300;SRR1980314;SRR1980399;SRR1915588;SRR1909666
KosticAD_2015,PRJNA231909.3108330,SRR1910609;SRR1910657;SRR1910831
KosticAD_2015,PRJNA231909.3108332,SRR1910631;SRR1910655;SRR1916029
KosticAD_2015,PRJNA231909.3108363,SRR1980295;SRR1980296;SRR1980361;SRR1915593;SRR1909496
KosticAD_2015,PRJNA231909.3108437,SRR1980238;SRR1980230;SRR1980249;SRR1915788;SRR1909305
KosticAD_2015,PRJNA231909.3108440,SRR1980434;SRR1980455;SRR1980469;SRR1915899;SRR1915617
KosticAD_2015,PRJNA231909.3108485,SRR1918914;SRR1918925;SRR1916007
KosticAD_2015,PRJNA231909.3108488,SRR1916017;SRR1916764;SRR1916818
KosticAD_2015,PRJNA231909.3108490,SRR1916018;SRR1918915;SRR1918919
KosticAD_2015,PRJNA231909.3108601,SRR1980293;SRR1980315;SRR1980321;SRR1915693;SRR1909394
KosticAD_2015,PRJNA231909.3108874,SRR1980437;SRR1980445;SRR1980468;SRR1915838;SRR1909540
KosticAD_2015,PRJNA231909.3108875,SRR1980304;SRR1980307;SRR1980381;SRR1915813;SRR1909665
KosticAD_2015,PRJNA231909.3109753,SRR1910678;SRR1916056;SRR1910595
KosticAD_2015,PRJNA231909.3109755,SRR1910592;SRR1910703;SRR1916055
KosticAD_2015,PRJNA231909.3109940,SRR1980451;SRR1980461;SRR1980491;SRR1916025;SRR1916843;SRR1918918;SRR1915779;SRR1909515
KosticAD_2015,PRJNA231909.3109945,SRR1980432;SRR1980471;SRR1980492;SRR1915678;SRR1915663;SRR1916023;SRR1916049;SRR1909597
KosticAD_2015,PRJNA231909.3109952,SRR1910668;SRR1910692;SRR1916045
KosticAD_2015,PRJNA231909.3109997,SRR1916014;SRR1918913;SRR1918922
KosticAD_2015,PRJNA231909.3110086,SRR1910643;SRR1916031;SRR1916060
KosticAD_2015,PRJNA231909.3113118,SRR1980431;SRR1980467;SRR1980496;SRR1915782;SRR1909422
KosticAD_2015,PRJNA231909.3108103,SRR1980299;SRR1980306;SRR1980367;SRR1915839;SRR1915664
KosticAD_2015,PRJNA231909.3113339,SRR1915993;SRR1916819;SRR1918924
KosticAD_2015,PRJNA231909.3113604,SRR1980328;SRR1980330;SRR1980351;SRR1915636;SRR1909569
KosticAD_2015,PRJNA231909.3115615,SRR1910580;SRR1910622;SRR1916039
KosticAD_2015,PRJNA231909.3115643,SRR1980430;SRR1980464;SRR1980470;SRR1915881;SRR1915665
KosticAD_2015,PRJNA231909.3115644,SRR1980160;SRR1980235;SRR1980152;SRR1915620;SRR1909481
KosticAD_2015,PRJNA231909.3115646,SRR1980479;SRR1980487;SRR1980502;SRR1916398;SRR1909379
KosticAD_2015,PRJNA231909.3116456,SRR1980319;SRR1980372;SRR1980385;SRR1916427;SRR1909467
KosticAD_2015,PRJNA231909.3116468,SRR1980149;SRR1980154;SRR1980233;SRR1915651;SRR1909358
KosticAD_2015,PRJNA231909.3116471,SRR1980164;SRR1980248;SRR1980158;SRR1915766;SRR1909607
KosticAD_2015,PRJNA231909.3117245,SRR1980327;SRR1980340;SRR1980374;SRR1915886;SRR1915687
KosticAD_2015,PRJNA231909.3115315,SRR1980345;SRR1980352;SRR1980371;SRR1915869;SRR1915679
KosticAD_2015,PRJNA231909.3117247,SRR1980004;SRR1980005;SRR1980003;SRR1915770;SRR1910201
KosticAD_2015,PRJNA231909.3117378,SRR1980724;SRR1980725;SRR1980726
KosticAD_2015,PRJNA231909.3117380,SRR1910654;SRR1916042;SRR1916051
KosticAD_2015,PRJNA231909.3117383,SRR1910605;SRR1910694;SRR1916048
KosticAD_2015,PRJNA231909.3117624,SRR1980439;SRR1980499;SRR1980500;SRR1916399;SRR1909572
KosticAD_2015,PRJNA231909.3117627,SRR1980162;SRR1980226;SRR1980231;SRR1915786;SRR1909574
KosticAD_2015,PRJNA231909.3119726,SRR1980318;SRR1980384;SRR1980386;SRR1915757;SRR1909506
KosticAD_2015,PRJNA231909.3119727,SRR1980301;SRR1980348;SRR1980396;SRR1915872;SRR1915609
KosticAD_2015,PRJNA231909.3119729,SRR1980290;SRR1980331;SRR1980337;SRR1915784;SRR1909590
KosticAD_2015,PRJNA231909.3117249,SRR1980347;SRR1980370;SRR1980377;SRR1915618;SRR1909520
KosticAD_2015,PRJNA231909.3115087,SRR1915989;SRR1918908;SRR1918832
KosticAD_2015,PRJNA231909.3115070,SRR1980161;SRR1980228;SRR1980232;SRR1915837;SRR1909509
KosticAD_2015,PRJNA231909.3115068,SRR1980144;SRR1980155;SRR1980156;SRR1915630;SRR1910238
KosticAD_2015,PRJNA231909.3113627,SRR1980452;SRR1980481;SRR1980489;SRR1915769;SRR1910240
KosticAD_2015,PRJNA231909.3113663,SRR1910864;SRR1913044;SRR1913067
KosticAD_2015,PRJNA231909.3113669,SRR1980459;SRR1980460;SRR1980480;SRR1916416;SRR1915868
KosticAD_2015,PRJNA231909.3113765,SRR1980289;SRR1980360;SRR1980373;SRR1915841;SRR1915610
KosticAD_2015,PRJNA231909.3113767,SRR1980333;SRR1980341;SRR1980368;SRR1915945;SRR1915753
KosticAD_2015,PRJNA231909.3113831,SRR1980312;SRR1980325;SRR1980338;SRR1915622;SRR1910188
KosticAD_2015,PRJNA231909.3113834,SRR1980225;SRR1980236;SRR1980237;SRR1916405;SRR1909635
KosticAD_2015,PRJNA231909.3113933,SRR1980309;SRR1980317;SRR1980350;SRR1915951;SRR1915808
KosticAD_2015,PRJNA231909.3113936,SRR1980310;SRR1980362;SRR1980392;SRR1916401;SRR1909367
KosticAD_2015,PRJNA231909.3113996,SRR1916024;SRR1916593;SRR1918906
KosticAD_2015,PRJNA231909.3114185,SRR1980477;SRR1980494;SRR1980498;SRR1915623;SRR1910209
KosticAD_2015,PRJNA231909.3114201,SRR1910596;SRR1916046;SRR1916061
KosticAD_2015,PRJNA231909.3114542,SRR1915992;SRR1916821;SRR1916823
KosticAD_2015,PRJNA231909.3114545,SRR1915996;SRR1918916;SRR1918828
KosticAD_2015,PRJNA231909.3114755,SRR1980450;SRR1980462;SRR1980454;SRR1915657;SRR1909448
KosticAD_2015,PRJNA231909.3114784,SRR1980442;SRR1980483;SRR1980495;SRR1916453;SRR1915913
KosticAD_2015,PRJNA231909.3114810,SRR1980298;SRR1980343;SRR1980402;SRR1915819;SRR1909212
KosticAD_2015,PRJNA231909.3114865,SRR1980428;SRR1980438;SRR1980441;SRR1916417;SRR1918923;SRR1918833;SRR1915998;SRR1909676
KosticAD_2015,PRJNA231909.3115067,SRR1980150;SRR1980153;SRR1980159;SRR1916425;SRR1909354
KosticAD_2015,PRJNA231909.3113393,SRR1916000;SRR1916844;SRR1918909
KosticAD_2015,PRJNA231909.3108100,SRR1980287;SRR1980313;SRR1980335;SRR1915674;SRR1909576
KosticAD_2015,PRJNA231909.3108105,SRR1980286;SRR1980355;SRR1980364;SRR1915873;SRR1915605
KosticAD_2015,PRJNA231909.3108096,SRR1980316;SRR1980358;SRR1980366;SRR1915929;SRR1915792
KosticAD_2015,PRJNA231909.3108098,SRR1980297;SRR1980329;SRR1980344;SRR1915884;SRR1915772
KosticAD_2015,PRJNA231909.3101140,SRR1980365;SRR1980382;SRR1980395;SRR1915604;SRR1910135
KosticAD_2015,PRJNA231909.3101336,SRR1980448;SRR1980472;SRR1980486;SRR1915807;SRR1909671
KosticAD_2015,PRJNA231909.3101338,SRR1980433;SRR1980444;SRR1980488;SRR1915673;SRR1909582
KosticAD_2015,PRJNA231909.3101436,SRR1910718;SRR1910914;SRR1915875
KosticAD_2015,PRJNA231909.3101439,SRR1916030;SRR1918912;SRR1918926
KosticAD_2015,PRJNA231909.3102732,SRR1980389;SRR1980292;SRR1980393;SRR1916443;SRR1915883
KosticAD_2015,PRJNA231909.3102986,SRR1910634;SRR1910665;SRR1915824
KosticAD_2015,PRJNA231909.3103734,SRR1980163;SRR1980234;SRR1980247;SRR1915675;SRR1909387
KosticAD_2015,PRJNA231909.3103736,SRR1980484;SRR1980503;SRR1980458;SRR1915827;SRR1909412
KosticAD_2015,PRJNA231909.3104913,SRR1910638;SRR1910615;SRR1916059
KosticAD_2015,PRJNA231909.3105378,SRR1910697;SRR1910700;SRR1916050
KosticAD_2015,PRJNA231909.3105379,SRR1916041;SRR1916411;SRR1910711
KosticAD_2015,PRJNA231909.3105829,SRR1980447;SRR1980466;SRR1980478;SRR1915941;SRR1915778
KosticAD_2015,PRJNA231909.3101335,SRR1980429;SRR1980436;SRR1980457;SRR1915666;SRR1909299
KosticAD_2015,PRJNA231909.3106384,SRR1980288;SRR1980326;SRR1980378;SRR1916442;SRR1909245
KosticAD_2015,PRJNA231909.3105875,SRR1916016;SRR1918917;SRR1916820
KosticAD_2015,PRJNA231909.3107978,SRR1980456;SRR1980465;SRR1980474;SRR1916433;SRR1915626;SRR1916028;SRR1916043;SRR1909693
KosticAD_2015,PRJNA231909.3107883,SRR1980387;SRR1980391;SRR1980406;SRR1915633;SRR1909385
KosticAD_2015,PRJNA231909.3107861,SRR1980294;SRR1980308;SRR1980359;SRR1915904;SRR1915816
KosticAD_2015,PRJNA231909.3107859,SRR1980336;SRR1980349;SRR1980403;SRR1915831;SRR1910178
KosticAD_2015,PRJNA231909.3107649,SRR1910574;SRR1910626;SRR1916054
KosticAD_2015,PRJNA231909.3107651,SRR1910621;SRR1916034;SRR1916032
KosticAD_2015,PRJNA231909.3107526,SRR1980443;SRR1980482;SRR1980493;SRR1915751;SRR1909476
KosticAD_2015,PRJNA231909.3107376,SRR1980353;SRR1980363;SRR1980380;SRR1915880;SRR1915685
KosticAD_2015,PRJNA231909.3107373,SRR1980305;SRR1980322;SRR1980383;SRR1916444;SRR1910186
KosticAD_2015,PRJNA231909.3107345,SRR1980320;SRR1980323;SRR1980339;SRR1916450;SRR1909383
KosticAD_2015,PRJNA231909.3107336,SRR1915997;SRR1916592;SRR1916822
KosticAD_2015,PRJNA231909.3107527,SRR1980440;SRR1980446;SRR1980490;SRR1916431;SRR1909284
KieserS_2018,DY.510.D01,SRR5298204
KieserS_2018,DY.507.D01,SRR5298207
KieserS_2018,DY.508.D01,SRR5298206
KieserS_2018,DY.509.D01,SRR5298205
KieserS_2018,DY.511.D01,SRR5298203
KieserS_2018,DY.516.D01,SRR5298198
KieserS_2018,DY.513.D01,SRR5298201
KieserS_2018,DY.514.D01,SRR5298200
KieserS_2018,DY.515.D01,SRR5298199
KieserS_2018,DY.506.D01,SRR5298208
KieserS_2018,DY.517.D01,SRR5298197
KieserS_2018,DY.512.D01,SRR5298202
KieserS_2018,DY.505.D01,SRR5298209
KieserS_2018,DY.409.D01,SRR5298216
KieserS_2018,DY.503.D01,SRR5298211
KieserS_2018,DY.502.D01,SRR5298212
KieserS_2018,DY.501.D01,SRR5298213
KieserS_2018,DY.419.D01,SRR5298214
KieserS_2018,DY.411.D01,SRR5298215
KieserS_2018,DY.408.D01,SRR5298217
KieserS_2018,DY.407.D01,SRR5298218
KieserS_2018,DY.406.D01,SRR5298219
KieserS_2018,DY.405.D01,SRR5298220
KieserS_2018,DY.404.D01,SRR5298221
KieserS_2018,DY.401.D01,SRR5298222
KieserS_2018,DY.518.D01,SRR5298196
KieserS_2018,DY.504.D01,SRR5298210
KeohaneDM_2020,Travel091,ERR3957758
KeohaneDM_2020,Travel090,ERR3957757
KeohaneDM_2020,Travel053,ERR3957724
KeohaneDM_2020,Travel071,ERR3957739
KeohaneDM_2020,Travel057,ERR3957726
KeohaneDM_2020,Travel092,ERR3957759
KeohaneDM_2020,Travel089,ERR3957756
KeohaneDM_2020,Travel088,ERR3957755
KeohaneDM_2020,Travel087,ERR3957754
KeohaneDM_2020,Travel086,ERR3957753
KeohaneDM_2020,Travel085,ERR3957752
KeohaneDM_2020,Travel084,ERR3957751
KeohaneDM_2020,Travel083,ERR3957750
KeohaneDM_2020,Travel082,ERR3957749
KeohaneDM_2020,Travel081,ERR3957748
KeohaneDM_2020,Travel080,ERR3957747
KeohaneDM_2020,Travel079,ERR3957746
KeohaneDM_2020,Travel078,ERR3957745
KeohaneDM_2020,Travel077,ERR3957744
KeohaneDM_2020,Travel076,ERR3957743
KeohaneDM_2020,Travel075,ERR3957742
KeohaneDM_2020,Travel072,ERR3957740
KeohaneDM_2020,Travel070,ERR3957738
KeohaneDM_2020,Travel068,ERR3957737
KeohaneDM_2020,Travel067,ERR3957736
KeohaneDM_2020,Travel066,ERR3957735
KeohaneDM_2020,Travel065,ERR3957734
KeohaneDM_2020,Travel064,ERR3957733
KeohaneDM_2020,Travel063,ERR3957732
KeohaneDM_2020,Travel062,ERR3957731
KeohaneDM_2020,Travel061,ERR3957730
KeohaneDM_2020,Travel060,ERR3957729
KeohaneDM_2020,Travel059,ERR3957728
KeohaneDM_2020,Travel058,ERR3957727
KeohaneDM_2020,Travel054,ERR3957725
KeohaneDM_2020,Travel093,ERR3957760
KeohaneDM_2020,Travel021,ERR3957697
KeohaneDM_2020,Travel096,ERR3957762
KeohaneDM_2020,Travel115,ERR3957781
KeohaneDM_2020,Travel117,ERR3957782
KeohaneDM_2020,Travel118,ERR3957783
KeohaneDM_2020,Travel119,ERR3957784
KeohaneDM_2020,Travel120,ERR3957785
KeohaneDM_2020,Travel121,ERR3957786
KeohaneDM_2020,Travel122,ERR3957787
KeohaneDM_2020,Travel123,ERR3957788
KeohaneDM_2020,Travel124,ERR3957789
KeohaneDM_2020,Travel125,ERR3957790
KeohaneDM_2020,Travel126,ERR3957791
KeohaneDM_2020,Travel128,ERR3957792
KeohaneDM_2020,Travel129,ERR3957793
KeohaneDM_2020,Travel130,ERR3957794
KeohaneDM_2020,Travel020,ERR3957696
KeohaneDM_2020,Travel114,ERR3957780
KeohaneDM_2020,Travel095,ERR3957761
KeohaneDM_2020,Travel113,ERR3957779
KeohaneDM_2020,Travel111,ERR3957777
KeohaneDM_2020,Travel097,ERR3957763
KeohaneDM_2020,Travel098,ERR3957764
KeohaneDM_2020,Travel052,ERR3957723
KeohaneDM_2020,Travel099,ERR3957765
KeohaneDM_2020,Travel100,ERR3957766
KeohaneDM_2020,Travel101,ERR3957767
KeohaneDM_2020,Travel102,ERR3957768
KeohaneDM_2020,Travel103,ERR3957769
KeohaneDM_2020,Travel104,ERR3957770
KeohaneDM_2020,Travel105,ERR3957771
KeohaneDM_2020,Travel106,ERR3957772
KeohaneDM_2020,Travel107,ERR3957773
KeohaneDM_2020,Travel108,ERR3957774
KeohaneDM_2020,Travel109,ERR3957775
KeohaneDM_2020,Travel110,ERR3957776
KeohaneDM_2020,Travel112,ERR3957778
KeohaneDM_2020,Travel051,ERR3957722
KeohaneDM_2020,Travel043,ERR3957715
KeohaneDM_2020,Travel049,ERR3957720
KeohaneDM_2020,Travel001,ERR3957678
KeohaneDM_2020,Travel002,ERR3957679
KeohaneDM_2020,Travel003,ERR3957680
KeohaneDM_2020,Travel004,ERR3957681
KeohaneDM_2020,Travel006,ERR3957683
KeohaneDM_2020,Travel007,ERR3957684
KeohaneDM_2020,Travel008,ERR3957685
KeohaneDM_2020,Travel009,ERR3957686
KeohaneDM_2020,Travel010,ERR3957687
KeohaneDM_2020,Travel011,ERR3957688
KeohaneDM_2020,Travel012,ERR3957689
KeohaneDM_2020,Travel014,ERR3957690
KeohaneDM_2020,Travel015,ERR3957691
KeohaneDM_2020,Travel016,ERR3957692
KeohaneDM_2020,Travel017,ERR3957693
KeohaneDM_2020,Travel018,ERR3957694
KeohaneDM_2020,Travel019,ERR3957695
KeohaneDM_2020,Travel022,ERR3957698
KeohaneDM_2020,Travel023,ERR3957699
KeohaneDM_2020,Travel005,ERR3957682
KeohaneDM_2020,Travel025,ERR3957701
KeohaneDM_2020,Travel048,ERR3957719
KeohaneDM_2020,Travel047,ERR3957718
KeohaneDM_2020,Travel046,ERR3957717
KeohaneDM_2020,Travel024,ERR3957700
KeohaneDM_2020,Travel050,ERR3957721
KeohaneDM_2020,Travel042,ERR3957714
KeohaneDM_2020,Travel041,ERR3957713
KeohaneDM_2020,Travel040,ERR3957712
KeohaneDM_2020,Travel039,ERR3957711
KeohaneDM_2020,Travel045,ERR3957716
KeohaneDM_2020,Travel037,ERR3957709
KeohaneDM_2020,Travel036,ERR3957708
KeohaneDM_2020,Travel033,ERR3957707
KeohaneDM_2020,Travel031,ERR3957706
KeohaneDM_2020,Travel030,ERR3957705
KeohaneDM_2020,Travel028,ERR3957704
KeohaneDM_2020,Travel027,ERR3957703
KeohaneDM_2020,Travel026,ERR3957702
KeohaneDM_2020,Travel038,ERR3957710
KaurK_2020,KHG_12,SRR9108949
KaurK_2020,KHG_11,SRR9108950
KaurK_2020,KHG_10,SRR9108961
KaurK_2020,KHG_1,SRR9108958
KaurK_2020,JAS_9,SRR9108971
KaurK_2020,JAS_8,SRR9108951
KaurK_2020,JAS_4,SRR9108945
KaurK_2020,JAS_6,SRR9108943
KaurK_2020,JAS_5,SRR9108944
KaurK_2020,JAS_2,SRR9108947
KaurK_2020,JAS_10,SRR9108972
KaurK_2020,KHG_2,SRR9108957
KaurK_2020,JAS_7,SRR9108952
KaurK_2020,KHG_3,SRR9108960
KaurK_2020,JAS_3,SRR9108946
KaurK_2020,KHG_5,SRR9108954
KaurK_2020,KHG_4,SRR9108959
KaurK_2020,LDK_9,SRR9108942
KaurK_2020,LDK_8,SRR9108964
KaurK_2020,LDK_7,SRR9108963
KaurK_2020,LDK_6,SRR9108966
KaurK_2020,LDK_5,SRR9108965
KaurK_2020,LDK_4,SRR9108968
KaurK_2020,JAS_1,SRR9108948
KaurK_2020,LDK_2,SRR9108970
KaurK_2020,KHG_7,SRR9108956
KaurK_2020,KHG_8,SRR9108955
KaurK_2020,KHG_6,SRR9108953
KaurK_2020,KHG_9,SRR9108962
KaurK_2020,LDK_1-2,SRR9108969
KaurK_2020,LDK_3,SRR9108967
JieZ_2017,SAMEA104142377,ERR2017474
JieZ_2017,SAMEA104142376,ERR2017473
JieZ_2017,SAMEA104142375,ERR2017472
JieZ_2017,SAMEA104142374,ERR2017411
JieZ_2017,SAMEA104142373,ERR2017412
JieZ_2017,SAMEA104142372,ERR2017413
JieZ_2017,SAMEA104142371,ERR2017414
JieZ_2017,SAMEA104142378,ERR2017475
JieZ_2017,SAMEA104142369,ERR2017416
JieZ_2017,SAMEA104142368,ERR2017417
JieZ_2017,SAMEA104142367,ERR2017418
JieZ_2017,SAMEA104142366,ERR2017419
JieZ_2017,SAMEA104142370,ERR2017415
JieZ_2017,SAMEA104142379,ERR2017477
JieZ_2017,SAMEA104142381,ERR2017479
JieZ_2017,SAMEA104142365,ERR2017420
JieZ_2017,SAMEA104142401,ERR2017507
JieZ_2017,SAMEA104142400,ERR2017506
JieZ_2017,SAMEA104142398,ERR2017504
JieZ_2017,SAMEA104142397,ERR2017503
JieZ_2017,SAMEA104142395,ERR2017499
JieZ_2017,SAMEA104142391,ERR2017490
JieZ_2017,SAMEA104142380,ERR2017478
JieZ_2017,SAMEA104142390,ERR2017489
JieZ_2017,SAMEA104142387,ERR2017486
JieZ_2017,SAMEA104142386,ERR2017485
JieZ_2017,SAMEA104142385,ERR2017484
JieZ_2017,SAMEA104142384,ERR2017483
JieZ_2017,SAMEA104142383,ERR2017482
JieZ_2017,SAMEA104142382,ERR2017481
JieZ_2017,SAMEA104142388,ERR2017487
JieZ_2017,SAMEA104142364,ERR2017421
JieZ_2017,SAMEA104142362,ERR2017423
JieZ_2017,SAMEA104142363,ERR2017422
JieZ_2017,SAMEA104142402,ERR2017508
JieZ_2017,SAMEA104142331,ERR2017450
JieZ_2017,SAMEA104142332,ERR2017448
JieZ_2017,SAMEA104142333,ERR2017458
JieZ_2017,SAMEA104142334,ERR2017460
JieZ_2017,SAMEA104142335,ERR2017459
JieZ_2017,SAMEA104142336,ERR2017446
JieZ_2017,SAMEA104142337,ERR2017453
