study_name, sample_id,NCBI_accession
PiperniE_PREDICT3US22A_2024,SAMEA117317280,ERR13985197
PiperniE_PREDICT3US22A_2024,SAMEA117317299,ERR13985294
PiperniE_PREDICT3US22A_2024,SAMEA117317300,ERR13985129
PiperniE_PREDICT3US22A_2024,SAMEA117317301,ERR13985424
PiperniE_PREDICT3US22A_2024,SAMEA117317302,ERR13985282
PiperniE_PREDICT3US22A_2024,SAMEA117317322,ERR13985601
PiperniE_PREDICT3US22A_2024,SAMEA117317323,ERR13987471
PiperniE_PREDICT3US22A_2024,SAMEA117317324,ERR13987565
PiperniE_PREDICT3US22A_2024,SAMEA117317325,ERR13985693
PiperniE_PREDICT3US22A_2024,SAMEA117317326,ERR13985850
PiperniE_PREDICT3US22A_2024,SAMEA117317327,ERR13985464
PiperniE_PREDICT3US22A_2024,SAMEA117317328,ERR13985862
PiperniE_PREDICT3US22A_2024,SAMEA117317329,ERR13985727
PiperniE_PREDICT3US22A_2024,SAMEA117317330,ERR13987382
PiperniE_PREDICT3US22A_2024,SAMEA117317331,ERR13985526
PiperniE_PREDICT3US22A_2024,SAMEA117317332,ERR13986010
PiperniE_PREDICT3US22A_2024,SAMEA117317333,ERR13985348
PiperniE_PREDICT3US22A_2024,SAMEA117317334,ERR13985603
PiperniE_PREDICT3US22A_2024,SAMEA117317335,ERR13985835
PiperniE_PREDICT3US22A_2024,SAMEA117317336,ERR13985421
PiperniE_PREDICT3US22A_2024,SAMEA117317321,ERR13985347
PiperniE_PREDICT3US22A_2024,SAMEA117317338,ERR13985641
PiperniE_PREDICT3US22A_2024,SAMEA117317320,ERR13985630
PiperniE_PREDICT3US22A_2024,SAMEA117317318,ERR13986278
PiperniE_PREDICT3US22A_2024,SAMEA117317303,ERR13985576
PiperniE_PREDICT3US22A_2024,SAMEA117317304,ERR13985395
PiperniE_PREDICT3US22A_2024,SAMEA117317305,ERR13985402
PiperniE_PREDICT3US22A_2024,SAMEA117317306,ERR13985483
PiperniE_PREDICT3US22A_2024,SAMEA117317307,ERR13987566
PiperniE_PREDICT3US22A_2024,SAMEA117317308,ERR13985566
PiperniE_PREDICT3US22A_2024,SAMEA117317309,ERR13985399
PiperniE_PREDICT3US22A_2024,SAMEA117317310,ERR13985213
PiperniE_PREDICT3US22A_2024,SAMEA117317311,ERR13985907
PiperniE_PREDICT3US22A_2024,SAMEA117317312,ERR13985622
PiperniE_PREDICT3US22A_2024,SAMEA117317313,ERR13987608
PiperniE_PREDICT3US22A_2024,SAMEA117317314,ERR13986190
PiperniE_PREDICT3US22A_2024,SAMEA117317315,ERR13987469
PiperniE_PREDICT3US22A_2024,SAMEA117317316,ERR13987465
PiperniE_PREDICT3US22A_2024,SAMEA117317317,ERR13987601
PiperniE_PREDICT3US22A_2024,SAMEA117317319,ERR13987630
PiperniE_PREDICT3US22A_2024,SAMEA117316813,ERR13984848
PiperniE_PREDICT3US22A_2024,SAMEA117317112,ERR13985410
PiperniE_PREDICT3US22A_2024,SAMEA117317110,ERR13985509
PiperniE_PREDICT3US22A_2024,SAMEA117316909,ERR13985404
PiperniE_PREDICT3US22A_2024,SAMEA117316910,ERR13984987
PiperniE_PREDICT3US22A_2024,SAMEA117316911,ERR13985206
PiperniE_PREDICT3US22A_2024,SAMEA117316912,ERR13985684
PiperniE_PREDICT3US22A_2024,SAMEA117316913,ERR13984957
PiperniE_PREDICT3US22A_2024,SAMEA117316914,ERR13985223
PiperniE_PREDICT3US22A_2024,SAMEA117316908,ERR13985556
PiperniE_PREDICT3US22A_2024,SAMEA117316915,ERR13985521
PiperniE_PREDICT3US22A_2024,SAMEA117316917,ERR13985029
PiperniE_PREDICT3US22A_2024,SAMEA117316918,ERR13985359
PiperniE_PREDICT3US22A_2024,SAMEA117316919,ERR13988705
PiperniE_PREDICT3US22A_2024,SAMEA117316920,ERR13987474
PiperniE_PREDICT3US22A_2024,SAMEA117316921,ERR13984956
PiperniE_PREDICT3US22A_2024,SAMEA117316922,ERR13985030
PiperniE_PREDICT3US22A_2024,SAMEA117316916,ERR13985189
PiperniE_PREDICT3US22A_2024,SAMEA117316907,ERR13985162
PiperniE_PREDICT3US22A_2024,SAMEA117316906,ERR13985490
PiperniE_PREDICT3US22A_2024,SAMEA117316905,ERR13985200
PiperniE_PREDICT3US22A_2024,SAMEA117316890,ERR13984901
PiperniE_PREDICT3US22A_2024,SAMEA117316891,ERR13985479
PiperniE_PREDICT3US22A_2024,SAMEA117316892,ERR13985260
PiperniE_PREDICT3US22A_2024,SAMEA117316893,ERR13987617
PiperniE_PREDICT3US22A_2024,SAMEA117316894,ERR13985668
PiperniE_PREDICT3US22A_2024,SAMEA117316895,ERR13987510
PiperniE_PREDICT3US22A_2024,SAMEA117316896,ERR13987596
PiperniE_PREDICT3US22A_2024,SAMEA117316897,ERR13985153
PiperniE_PREDICT3US22A_2024,SAMEA117316898,ERR13985834
PiperniE_PREDICT3US22A_2024,SAMEA117316899,ERR13987758
PiperniE_PREDICT3US22A_2024,SAMEA117316900,ERR13985205
PiperniE_PREDICT3US22A_2024,SAMEA117316901,ERR13985024
PiperniE_PREDICT3US22A_2024,SAMEA117316902,ERR13985107
PiperniE_PREDICT3US22A_2024,SAMEA117316903,ERR13985343
PiperniE_PREDICT3US22A_2024,SAMEA117316904,ERR13987518
PiperniE_PREDICT3US22A_2024,SAMEA117316923,ERR13985285
PiperniE_PREDICT3US22A_2024,SAMEA117316924,ERR13985161
PiperniE_PREDICT3US22A_2024,SAMEA117316925,ERR13985478
PiperniE_PREDICT3US22A_2024,SAMEA117316926,ERR13985025
PiperniE_PREDICT3US22A_2024,SAMEA117316946,ERR13985115
PiperniE_PREDICT3US22A_2024,SAMEA117316947,ERR13987463
PiperniE_PREDICT3US22A_2024,SAMEA117316948,ERR13985046
PiperniE_PREDICT3US22A_2024,SAMEA117316949,ERR13985067
PiperniE_PREDICT3US22A_2024,SAMEA117316950,ERR13985183
PiperniE_PREDICT3US22A_2024,SAMEA117316951,ERR13985557
PiperniE_PREDICT3US22A_2024,SAMEA117316952,ERR13985387
PiperniE_PREDICT3US22A_2024,SAMEA117316953,ERR13984953
PiperniE_PREDICT3US22A_2024,SAMEA117316954,ERR13984732
PiperniE_PREDICT3US22A_2024,SAMEA117316955,ERR13985093
PiperniE_PREDICT3US22A_2024,SAMEA117316956,ERR13985228
PiperniE_PREDICT3US22A_2024,SAMEA117316957,ERR13985085
PiperniE_PREDICT3US22A_2024,SAMEA117316958,ERR13985459
PiperniE_PREDICT3US22A_2024,SAMEA117316959,ERR13985284
PiperniE_PREDICT3US22A_2024,SAMEA117316960,ERR13987364
PiperniE_PREDICT3US22A_2024,SAMEA117316945,ERR13987475
PiperniE_PREDICT3US22A_2024,SAMEA117316889,ERR13987581
PiperniE_PREDICT3US22A_2024,SAMEA117316944,ERR13987573
PiperniE_PREDICT3US22A_2024,SAMEA117316942,ERR13985613
PiperniE_PREDICT3US22A_2024,SAMEA117316927,ERR13985226
PiperniE_PREDICT3US22A_2024,SAMEA117316928,ERR13985007
PiperniE_PREDICT3US22A_2024,SAMEA117316929,ERR13984947
PiperniE_PREDICT3US22A_2024,SAMEA117316930,ERR13985045
PiperniE_PREDICT3US22A_2024,SAMEA117316931,ERR13985003
PiperniE_PREDICT3US22A_2024,SAMEA117316932,ERR13984909
PiperniE_PREDICT3US22A_2024,SAMEA117316933,ERR13984858
PiperniE_PREDICT3US22A_2024,SAMEA117316934,ERR13984948
PiperniE_PREDICT3US22A_2024,SAMEA117316935,ERR13987368
PiperniE_PREDICT3US22A_2024,SAMEA117316936,ERR13985141
PiperniE_PREDICT3US22A_2024,SAMEA117316937,ERR13985148
PiperniE_PREDICT3US22A_2024,SAMEA117316938,ERR13984765
PiperniE_PREDICT3US22A_2024,SAMEA117316939,ERR13987519
PiperniE_PREDICT3US22A_2024,SAMEA117316940,ERR13985240
PiperniE_PREDICT3US22A_2024,SAMEA117316941,ERR13987714
PiperniE_PREDICT3US22A_2024,SAMEA117316943,ERR13984980
PiperniE_PREDICT3US22A_2024,SAMEA117316961,ERR13984983
PiperniE_PREDICT3US22A_2024,SAMEA117316888,ERR13985127
PiperniE_PREDICT3US22A_2024,SAMEA117316886,ERR13985214
PiperniE_PREDICT3US22A_2024,SAMEA117316834,ERR13984996
PiperniE_PREDICT3US22A_2024,SAMEA117316835,ERR13985588
PiperniE_PREDICT3US22A_2024,SAMEA117316836,ERR13985181
PiperniE_PREDICT3US22A_2024,SAMEA117316837,ERR13985389
PiperniE_PREDICT3US22A_2024,SAMEA117316838,ERR13987505
PiperniE_PREDICT3US22A_2024,SAMEA117316839,ERR13985298
PiperniE_PREDICT3US22A_2024,SAMEA117316833,ERR13985013
PiperniE_PREDICT3US22A_2024,SAMEA117316840,ERR13985252
PiperniE_PREDICT3US22A_2024,SAMEA117316842,ERR13987376
PiperniE_PREDICT3US22A_2024,SAMEA117316843,ERR13985103
PiperniE_PREDICT3US22A_2024,SAMEA117316844,ERR13987713
PiperniE_PREDICT3US22A_2024,SAMEA117316845,ERR13985110
PiperniE_PREDICT3US22A_2024,SAMEA117316846,ERR13985536
PiperniE_PREDICT3US22A_2024,SAMEA117316847,ERR13984857
PiperniE_PREDICT3US22A_2024,SAMEA117316841,ERR13985083
PiperniE_PREDICT3US22A_2024,SAMEA117316832,ERR13985056
PiperniE_PREDICT3US22A_2024,SAMEA117316831,ERR13984767
PiperniE_PREDICT3US22A_2024,SAMEA117316830,ERR13987390
PiperniE_PREDICT3US22A_2024,SAMEA117316815,ERR13985699
PiperniE_PREDICT3US22A_2024,SAMEA117316816,ERR13987385
PiperniE_PREDICT3US22A_2024,SAMEA117316817,ERR13985039
PiperniE_PREDICT3US22A_2024,SAMEA117316818,ERR13988861
PiperniE_PREDICT3US22A_2024,SAMEA117316819,ERR13985193
PiperniE_PREDICT3US22A_2024,SAMEA117316820,ERR13985235
PiperniE_PREDICT3US22A_2024,SAMEA117316821,ERR13987498
PiperniE_PREDICT3US22A_2024,SAMEA117316822,ERR13985186
PiperniE_PREDICT3US22A_2024,SAMEA117316823,ERR13985168
PiperniE_PREDICT3US22A_2024,SAMEA117316824,ERR13985227
PiperniE_PREDICT3US22A_2024,SAMEA117316825,ERR13985312
PiperniE_PREDICT3US22A_2024,SAMEA117316826,ERR13985296
PiperniE_PREDICT3US22A_2024,SAMEA117316827,ERR13985009
PiperniE_PREDICT3US22A_2024,SAMEA117316828,ERR13985084
PiperniE_PREDICT3US22A_2024,SAMEA117316829,ERR13985171
PiperniE_PREDICT3US22A_2024,SAMEA117316848,ERR13987620
PiperniE_PREDICT3US22A_2024,SAMEA117316849,ERR13985249
PiperniE_PREDICT3US22A_2024,SAMEA117316850,ERR13985054
PiperniE_PREDICT3US22A_2024,SAMEA117316851,ERR13987712
PiperniE_PREDICT3US22A_2024,SAMEA117316871,ERR13985036
PiperniE_PREDICT3US22A_2024,SAMEA117316872,ERR13985648
PiperniE_PREDICT3US22A_2024,SAMEA117316873,ERR13985116
PiperniE_PREDICT3US22A_2024,SAMEA117316874,ERR13984880
PiperniE_PREDICT3US22A_2024,SAMEA117316875,ERR13987749
PiperniE_PREDICT3US22A_2024,SAMEA117316876,ERR13987466
PiperniE_PREDICT3US22A_2024,SAMEA117316877,ERR13985194
PiperniE_PREDICT3US22A_2024,SAMEA117316878,ERR13985068
PiperniE_PREDICT3US22A_2024,SAMEA117316879,ERR13987542
PiperniE_PREDICT3US22A_2024,SAMEA117316880,ERR13984824
PiperniE_PREDICT3US22A_2024,SAMEA117316881,ERR13985100
PiperniE_PREDICT3US22A_2024,SAMEA117316882,ERR13985047
PiperniE_PREDICT3US22A_2024,SAMEA117316883,ERR13985274
PiperniE_PREDICT3US22A_2024,SAMEA117316884,ERR13984981
PiperniE_PREDICT3US22A_2024,SAMEA117316885,ERR13987520
PiperniE_PREDICT3US22A_2024,SAMEA117316870,ERR13985328
PiperniE_PREDICT3US22A_2024,SAMEA117316887,ERR13985276
PiperniE_PREDICT3US22A_2024,SAMEA117316869,ERR13985384
PiperniE_PREDICT3US22A_2024,SAMEA117316867,ERR13985133
PiperniE_PREDICT3US22A_2024,SAMEA117316852,ERR13985461
PiperniE_PREDICT3US22A_2024,SAMEA117316853,ERR13985149
PiperniE_PREDICT3US22A_2024,SAMEA117316854,ERR13985144
PiperniE_PREDICT3US22A_2024,SAMEA117316855,ERR13987638
PiperniE_PREDICT3US22A_2024,SAMEA117316856,ERR13987320
PiperniE_PREDICT3US22A_2024,SAMEA117316857,ERR13987387
PiperniE_PREDICT3US22A_2024,SAMEA117316858,ERR13987336
PiperniE_PREDICT3US22A_2024,SAMEA117316859,ERR13985014
PiperniE_PREDICT3US22A_2024,SAMEA117316860,ERR13984845
PiperniE_PREDICT3US22A_2024,SAMEA117316861,ERR13984535
PiperniE_PREDICT3US22A_2024,SAMEA117316862,ERR13987731
PiperniE_PREDICT3US22A_2024,SAMEA117316863,ERR13984886
PiperniE_PREDICT3US22A_2024,SAMEA117316864,ERR13984789
PiperniE_PREDICT3US22A_2024,SAMEA117316865,ERR13984548
PiperniE_PREDICT3US22A_2024,SAMEA117316866,ERR13985155
PiperniE_PREDICT3US22A_2024,SAMEA117316868,ERR13985275
PiperniE_PREDICT3US22A_2024,SAMEA117317111,ERR13985106
PiperniE_PREDICT3US22A_2024,SAMEA117316962,ERR13985481
PiperniE_PREDICT3US22A_2024,SAMEA117316964,ERR13985542
PiperniE_PREDICT3US22A_2024,SAMEA117317059,ERR13985440
PiperniE_PREDICT3US22A_2024,SAMEA117317060,ERR13985217
PiperniE_PREDICT3US22A_2024,SAMEA117317061,ERR13987678
PiperniE_PREDICT3US22A_2024,SAMEA117317062,ERR13985612
PiperniE_PREDICT3US22A_2024,SAMEA117317063,ERR13985350
PiperniE_PREDICT3US22A_2024,SAMEA117317064,ERR13985403
PiperniE_PREDICT3US22A_2024,SAMEA117317058,ERR13987572
PiperniE_PREDICT3US22A_2024,SAMEA117317065,ERR13985157
PiperniE_PREDICT3US22A_2024,SAMEA117317067,ERR13985094
PiperniE_PREDICT3US22A_2024,SAMEA117317068,ERR13985079
PiperniE_PREDICT3US22A_2024,SAMEA117317069,ERR13985289
PiperniE_PREDICT3US22A_2024,SAMEA117317070,ERR13985034
PiperniE_PREDICT3US22A_2024,SAMEA117317071,ERR13984710
PiperniE_PREDICT3US22A_2024,SAMEA117317072,ERR13985112
PiperniE_PREDICT3US22A_2024,SAMEA117317066,ERR13985022
PiperniE_PREDICT3US22A_2024,SAMEA117317057,ERR13985041
PiperniE_PREDICT3US22A_2024,SAMEA117317056,ERR13985702
PiperniE_PREDICT3US22A_2024,SAMEA117317055,ERR13985244
PiperniE_PREDICT3US22A_2024,SAMEA117317040,ERR13987625
PiperniE_PREDICT3US22A_2024,SAMEA117317041,ERR13988829
PiperniE_PREDICT3US22A_2024,SAMEA117317042,ERR13985320
PiperniE_PREDICT3US22A_2024,SAMEA117317043,ERR13985192
PiperniE_PREDICT3US22A_2024,SAMEA117317044,ERR13985105
PiperniE_PREDICT3US22A_2024,SAMEA117317045,ERR13985703
PiperniE_PREDICT3US22A_2024,SAMEA117317046,ERR13985293
PiperniE_PREDICT3US22A_2024,SAMEA117317047,ERR13985533
PiperniE_PREDICT3US22A_2024,SAMEA117317048,ERR13987525
PiperniE_PREDICT3US22A_2024,SAMEA117317049,ERR13985485
PiperniE_PREDICT3US22A_2024,SAMEA117317050,ERR13987480
PiperniE_PREDICT3US22A_2024,SAMEA117317051,ERR13985242
PiperniE_PREDICT3US22A_2024,SAMEA117317052,ERR13987553
PiperniE_PREDICT3US22A_2024,SAMEA117317053,ERR13985238
PiperniE_PREDICT3US22A_2024,SAMEA117317054,ERR13985164
PiperniE_PREDICT3US22A_2024,SAMEA117317073,ERR13985075
PiperniE_PREDICT3US22A_2024,SAMEA117317074,ERR13984894
PiperniE_PREDICT3US22A_2024,SAMEA117317075,ERR13984823
PiperniE_PREDICT3US22A_2024,SAMEA117317076,ERR13985225
PiperniE_PREDICT3US22A_2024,SAMEA117317095,ERR13985120
PiperniE_PREDICT3US22A_2024,SAMEA117317096,ERR13985319
PiperniE_PREDICT3US22A_2024,SAMEA117317097,ERR13985451
PiperniE_PREDICT3US22A_2024,SAMEA117317098,ERR13985310
PiperniE_PREDICT3US22A_2024,SAMEA117317099,ERR13985195
PiperniE_PREDICT3US22A_2024,SAMEA117317100,ERR13985051
PiperniE_PREDICT3US22A_2024,SAMEA117317101,ERR13985635
PiperniE_PREDICT3US22A_2024,SAMEA117317102,ERR13985458
PiperniE_PREDICT3US22A_2024,SAMEA117317103,ERR13987561
PiperniE_PREDICT3US22A_2024,SAMEA117317104,ERR13985970
PiperniE_PREDICT3US22A_2024,SAMEA117317105,ERR13987579
PiperniE_PREDICT3US22A_2024,SAMEA117317106,ERR13987544
PiperniE_PREDICT3US22A_2024,SAMEA117317107,ERR13985292
PiperniE_PREDICT3US22A_2024,SAMEA117317108,ERR13986048
PiperniE_PREDICT3US22A_2024,SAMEA117317109,ERR13987693
PiperniE_PREDICT3US22A_2024,SAMEA117317094,ERR13985111
PiperniE_PREDICT3US22A_2024,SAMEA117317039,ERR13985425
PiperniE_PREDICT3US22A_2024,SAMEA117317093,ERR13985444
PiperniE_PREDICT3US22A_2024,SAMEA117317091,ERR13985236
PiperniE_PREDICT3US22A_2024,SAMEA117317077,ERR13985381
PiperniE_PREDICT3US22A_2024,SAMEA117317078,ERR13985522
PiperniE_PREDICT3US22A_2024,SAMEA117317079,ERR13985495
PiperniE_PREDICT3US22A_2024,SAMEA117317080,ERR13985513
PiperniE_PREDICT3US22A_2024,SAMEA117317081,ERR13985178
PiperniE_PREDICT3US22A_2024,SAMEA117317082,ERR13985825
PiperniE_PREDICT3US22A_2024,SAMEA117317083,ERR13985334
PiperniE_PREDICT3US22A_2024,SAMEA117322558,ERR13993261
PiperniE_PREDICT3US22A_2024,SAMEA117317084,ERR13985050
PiperniE_PREDICT3US22A_2024,SAMEA117317085,ERR13987597
PiperniE_PREDICT3US22A_2024,SAMEA117317086,ERR13987539
PiperniE_PREDICT3US22A_2024,SAMEA117317087,ERR13985397
PiperniE_PREDICT3US22A_2024,SAMEA117317088,ERR13985258
PiperniE_PREDICT3US22A_2024,SAMEA117317089,ERR13985076
PiperniE_PREDICT3US22A_2024,SAMEA117317090,ERR13987563
PiperniE_PREDICT3US22A_2024,SAMEA117317092,ERR13985201
PiperniE_PREDICT3US22A_2024,SAMEA117316963,ERR13985306
PiperniE_PREDICT3US22A_2024,SAMEA117317038,ERR13985266
PiperniE_PREDICT3US22A_2024,SAMEA117317036,ERR13985409
PiperniE_PREDICT3US22A_2024,SAMEA117316984,ERR13984881
PiperniE_PREDICT3US22A_2024,SAMEA117316985,ERR13984977
PiperniE_PREDICT3US22A_2024,SAMEA117316986,ERR13985222
PiperniE_PREDICT3US22A_2024,SAMEA117316987,ERR13988720
PiperniE_PREDICT3US22A_2024,SAMEA117316988,ERR13985016
PiperniE_PREDICT3US22A_2024,SAMEA117316989,ERR13985448
PiperniE_PREDICT3US22A_2024,SAMEA117316983,ERR13986063
PiperniE_PREDICT3US22A_2024,SAMEA117316990,ERR13985355
PiperniE_PREDICT3US22A_2024,SAMEA117316992,ERR13985701
PiperniE_PREDICT3US22A_2024,SAMEA117316993,ERR13987526
PiperniE_PREDICT3US22A_2024,SAMEA117316994,ERR13985342
PiperniE_PREDICT3US22A_2024,SAMEA117316995,ERR13985268
PiperniE_PREDICT3US22A_2024,SAMEA117316996,ERR13985273
PiperniE_PREDICT3US22A_2024,SAMEA117316997,ERR13984962
PiperniE_PREDICT3US22A_2024,SAMEA117316991,ERR13985248
PiperniE_PREDICT3US22A_2024,SAMEA117316982,ERR13990622
PiperniE_PREDICT3US22A_2024,SAMEA117316981,ERR13985169
PiperniE_PREDICT3US22A_2024,SAMEA117316980,ERR13987552
PiperniE_PREDICT3US22A_2024,SAMEA117316965,ERR13984988
PiperniE_PREDICT3US22A_2024,SAMEA117316966,ERR13985417
PiperniE_PREDICT3US22A_2024,SAMEA117316967,ERR13985436
PiperniE_PREDICT3US22A_2024,SAMEA117316968,ERR13985122
PiperniE_PREDICT3US22A_2024,SAMEA117316969,ERR13988737
PiperniE_PREDICT3US22A_2024,SAMEA117316970,ERR13987444
PiperniE_PREDICT3US22A_2024,SAMEA117316971,ERR13984936
PiperniE_PREDICT3US22A_2024,SAMEA117316972,ERR13987675
PiperniE_PREDICT3US22A_2024,SAMEA117316973,ERR13985088
PiperniE_PREDICT3US22A_2024,SAMEA117316974,ERR13984760
PiperniE_PREDICT3US22A_2024,SAMEA117316975,ERR13988835
PiperniE_PREDICT3US22A_2024,SAMEA117316976,ERR13984949
PiperniE_PREDICT3US22A_2024,SAMEA117316977,ERR13985369
PiperniE_PREDICT3US22A_2024,SAMEA117316978,ERR13985537
PiperniE_PREDICT3US22A_2024,SAMEA117316979,ERR13985412
PiperniE_PREDICT3US22A_2024,SAMEA117316998,ERR13985058
PiperniE_PREDICT3US22A_2024,SAMEA117316999,ERR13985365
PiperniE_PREDICT3US22A_2024,SAMEA117317000,ERR13987396
PiperniE_PREDICT3US22A_2024,SAMEA117317001,ERR13985301
PiperniE_PREDICT3US22A_2024,SAMEA117317021,ERR13985134
PiperniE_PREDICT3US22A_2024,SAMEA117317022,ERR13985008
PiperniE_PREDICT3US22A_2024,SAMEA117317023,ERR13987530
PiperniE_PREDICT3US22A_2024,SAMEA117317024,ERR13987584
PiperniE_PREDICT3US22A_2024,SAMEA117317025,ERR13985916
PiperniE_PREDICT3US22A_2024,SAMEA117317026,ERR13988863
PiperniE_PREDICT3US22A_2024,SAMEA117317027,ERR13985143
PiperniE_PREDICT3US22A_2024,SAMEA117317028,ERR13987692
PiperniE_PREDICT3US22A_2024,SAMEA117317029,ERR13985378
PiperniE_PREDICT3US22A_2024,SAMEA117317030,ERR13985377
PiperniE_PREDICT3US22A_2024,SAMEA117317031,ERR13985131
PiperniE_PREDICT3US22A_2024,SAMEA117317032,ERR13985354
PiperniE_PREDICT3US22A_2024,SAMEA117317033,ERR13985447
PiperniE_PREDICT3US22A_2024,SAMEA117317034,ERR13985388
PiperniE_PREDICT3US22A_2024,SAMEA117317035,ERR13985477
PiperniE_PREDICT3US22A_2024,SAMEA117317020,ERR13985279
PiperniE_PREDICT3US22A_2024,SAMEA117317037,ERR13985167
PiperniE_PREDICT3US22A_2024,SAMEA117317019,ERR13985000
PiperniE_PREDICT3US22A_2024,SAMEA117317017,ERR13985044
PiperniE_PREDICT3US22A_2024,SAMEA117317002,ERR13985055
PiperniE_PREDICT3US22A_2024,SAMEA117317003,ERR13984578
PiperniE_PREDICT3US22A_2024,SAMEA117317004,ERR13985196
PiperniE_PREDICT3US22A_2024,SAMEA117317005,ERR13985629
PiperniE_PREDICT3US22A_2024,SAMEA117317006,ERR13984473
PiperniE_PREDICT3US22A_2024,SAMEA117317007,ERR13985400
PiperniE_PREDICT3US22A_2024,SAMEA117317008,ERR13985302
PiperniE_PREDICT3US22A_2024,SAMEA117317009,ERR13985038
PiperniE_PREDICT3US22A_2024,SAMEA117317010,ERR13985212
PiperniE_PREDICT3US22A_2024,SAMEA117317011,ERR13985091
PiperniE_PREDICT3US22A_2024,SAMEA117317012,ERR13984863
PiperniE_PREDICT3US22A_2024,SAMEA117317013,ERR13985109
PiperniE_PREDICT3US22A_2024,SAMEA117317014,ERR13985190
PiperniE_PREDICT3US22A_2024,SAMEA117317015,ERR13985170
PiperniE_PREDICT3US22A_2024,SAMEA117317016,ERR13985363
PiperniE_PREDICT3US22A_2024,SAMEA117317018,ERR13985295
PiperniE_PREDICT3US22A_2024,SAMEA117315779,ERR13984489
PiperniE_PREDICT3US22A_2024,SAMEA117322557,ERR13992244
PiperniE_PREDICT3US22A_2024,SAMEA117315775,ERR13987277
PiperniE_PREDICT3US22A_2024,SAMEA117314224,ERR13987534
PiperniE_PREDICT3US22A_2024,SAMEA117314226,ERR13984155
PiperniE_PREDICT3US22A_2024,SAMEA117314228,ERR13983744
PiperniE_PREDICT3US22A_2024,SAMEA117314230,ERR13984099
PiperniE_PREDICT3US22A_2024,SAMEA117314233,ERR13983861
PiperniE_PREDICT3US22A_2024,SAMEA117314235,ERR13983933
PiperniE_PREDICT3US22A_2024,SAMEA117314222,ERR13984024
PiperniE_PREDICT3US22A_2024,SAMEA117314237,ERR13983810
PiperniE_PREDICT3US22A_2024,SAMEA117314244,ERR13983774
PiperniE_PREDICT3US22A_2024,SAMEA117314251,ERR13984012
PiperniE_PREDICT3US22A_2024,SAMEA117314255,ERR13987784
PiperniE_PREDICT3US22A_2024,SAMEA117314257,ERR13983969
PiperniE_PREDICT3US22A_2024,SAMEA117314258,ERR13983984
PiperniE_PREDICT3US22A_2024,SAMEA117314260,ERR13983776
PiperniE_PREDICT3US22A_2024,SAMEA117314242,ERR13983628
PiperniE_PREDICT3US22A_2024,SAMEA117314220,ERR13987669
PiperniE_PREDICT3US22A_2024,SAMEA117314219,ERR13987125
PiperniE_PREDICT3US22A_2024,SAMEA117314217,ERR13983708
PiperniE_PREDICT3US22A_2024,SAMEA117314190,ERR13983879
PiperniE_PREDICT3US22A_2024,SAMEA117314191,ERR13983726
PiperniE_PREDICT3US22A_2024,SAMEA117314193,ERR13983840
PiperniE_PREDICT3US22A_2024,SAMEA117314195,ERR13987101
PiperniE_PREDICT3US22A_2024,SAMEA117314197,ERR13983986
PiperniE_PREDICT3US22A_2024,SAMEA117314199,ERR13987129
PiperniE_PREDICT3US22A_2024,SAMEA117314200,ERR13987028
PiperniE_PREDICT3US22A_2024,SAMEA117314202,ERR13983924
PiperniE_PREDICT3US22A_2024,SAMEA117314204,ERR13987050
PiperniE_PREDICT3US22A_2024,SAMEA117314206,ERR13983888
PiperniE_PREDICT3US22A_2024,SAMEA117314208,ERR13987195
PiperniE_PREDICT3US22A_2024,SAMEA117314210,ERR13984000
PiperniE_PREDICT3US22A_2024,SAMEA117314212,ERR13983910
PiperniE_PREDICT3US22A_2024,SAMEA117314213,ERR13984018
PiperniE_PREDICT3US22A_2024,SAMEA117314215,ERR13987080
PiperniE_PREDICT3US22A_2024,SAMEA117314262,ERR13983902
PiperniE_PREDICT3US22A_2024,SAMEA117314188,ERR13983637
PiperniE_PREDICT3US22A_2024,SAMEA117314264,ERR13983831
PiperniE_PREDICT3US22A_2024,SAMEA117314268,ERR13987384
PiperniE_PREDICT3US22A_2024,SAMEA117314310,ERR13988804
PiperniE_PREDICT3US22A_2024,SAMEA117314312,ERR13987304
PiperniE_PREDICT3US22A_2024,SAMEA117314314,ERR13983871
PiperniE_PREDICT3US22A_2024,SAMEA117314316,ERR13984005
PiperniE_PREDICT3US22A_2024,SAMEA117314317,ERR13987311
PiperniE_PREDICT3US22A_2024,SAMEA117314319,ERR13987440
PiperniE_PREDICT3US22A_2024,SAMEA117314307,ERR13987355
PiperniE_PREDICT3US22A_2024,SAMEA117314321,ERR13983804
PiperniE_PREDICT3US22A_2024,SAMEA117314325,ERR13987377
PiperniE_PREDICT3US22A_2024,SAMEA117314327,ERR13983786
PiperniE_PREDICT3US22A_2024,SAMEA117314328,ERR13984374
PiperniE_PREDICT3US22A_2024,SAMEA117314330,ERR13984029
PiperniE_PREDICT3US22A_2024,SAMEA117314332,ERR13983749
PiperniE_PREDICT3US22A_2024,SAMEA117314334,ERR13984028
PiperniE_PREDICT3US22A_2024,SAMEA117314323,ERR13983945
PiperniE_PREDICT3US22A_2024,SAMEA117314305,ERR13988750
PiperniE_PREDICT3US22A_2024,SAMEA117314303,ERR13984221
PiperniE_PREDICT3US22A_2024,SAMEA117314301,ERR13987286
PiperniE_PREDICT3US22A_2024,SAMEA117314270,ERR13988826
